AUD,NA,Come on Walter AUD amen Walter AUD Walt AUD Amen #Walt AUD Walt AUD good job AUD CLAP CLAP CLAP CLAP AUD Woo
WALT,NA,Good morning
MANY,NA,CHEERS_WHISTLES_APPLAUSE
WALT,NA,Amen Well It's certainly been a PAR is THUMP_MICROPHONE this X one X working THUMP_MICROPHONE>>PAR
MANY,NA,Yeah
WALT,NA,X Can X you hear me okay
AUD ,NA,eah
AUD,NA,Amen
WALT,NA,Been a k Hx great morning so far um
MANY,NA,Amen
WALT,NA,I really appreciate Brian's uh communion this morning
AUD,NA,Yeah
MANY,NA,Amen
WALT,NA,Um Sometimes we want the blessings but we don't wanna SM drink the cup right SM
AUD,NA,
MANY,NA,Yeah
WALT,NA,H So I don't know about you when you were reflecting H as we were taking the uh the wine there I was thinking Lord help me to drink the cups
MANY,NA,Amen
WALT,NA,Help me to drink the cups H and thank you Brian
AUD,NA,COUGH
WALT,NA,for reminding us through God's word of the cups
AUD ,NA,men
AUD,NA,Yep
WALT,NA,H uh that we do need to drink that was really great thanks H a couple of announcements before we go ahead and uh get started here on the sermon H Number one is uh those of you who took those medical forms H for the Hope Clinic downtown Boston the medical clinic H we need to turn those in today H If you do not have them I need to turn them in on Tuesday H at my meeting TSK So uh if you could get them to me I would be d deeply appreciative H Also uh church service H next Sunday is at the Boston Garden We know that
AUD ,NA,oo
AUD,NA,<X does it start at ten X>
WALT,NA,H Okay now there's a change in time It's at nine thirty
AUD,NA,Amen
WALT,NA,It's not at ten It's at nine thirty What time is it at
MANY,NA,SHOUT nine thirty SHOUT
WALT,NA,Right Okay Now we all remember it's at nine thirty
AUD,NA,
WALT,NA,H and H let me say they may examine bags again
AUD,NA,Alright
WALT,NA,Like they did uh several weeks ago H so my suggestion is that we get there plenty early
AUD,NA,Yep
WALT,NA,Okay
AUD,NA,Amen
WALT,NA,H Also um we have the marriage get away
AUD,NA,Amen
MANY,NA,Amen
WALT,NA,coming up the first weekend in April please uh get your registration uh to uh Craige Laibi uh and that's gonna be a really exciting time I'm looking forward to that
MANY,NA,Amen
WALT,NA,H Also next Saturday H we have the women's day Amen
MANY,NA,AMENS_CHEERS_APPLAUSE
WALT,NA,and uh That's gonna be a tremendous time if you're visiting with us and you are a H woman H then uh
AUD,NA,THROAT
WALT,NA,I would suggest you see someone about it because it's g really gonna be a life-changing H event next Saturday
AUD,NA,XXXX
WALT,NA,H Um So we're excited about that as well H Before we go ahead and get started let's go to our our Father in prayer H F Father God in heaven we are just so grateful that we're able to F H just be here Lord to have life God I'm grateful that I have legs that I can walk on and H eyes that I can see
AUD,NA,THROAT
WALT,NA,and H hands that I can touch H And God I'm just grateful that you've given me children
MANY,NA,MURMUR
WALT,NA,h that bring me so much joy TSK Lord I'm grateful for the wife that you've given me who has H truly stuck by my side for these last H nineteen years and a half God I'm just grateful for your church I'm grateful for every single brother and sister that is here Who has impacted and changed my life H God I'm grateful for those that aren't here that have changed my life and impacted me and I'm just grateful to be in your kingdom
AUD,NA,Mm
WALT,NA,TSK Lord you're such a good God
MANY,NA,MURMUR
WALT,NA,H You're so patient and kind Merciful TSK Strong Full of wisdom H And mercy H And God we just owe you our lives And we thank you for our lives and H we pray that our lives will be in any way we can worthy of what you've called us to
MANY,NA,MURMUR
WALT,NA,H Lord we love you we look forward to the day of being in heaven with you
MANY,NA,MURMUR
WALT,NA,H celebrating partying
AUD,NA,Amen
WALT,NA,in a spiritual way
MANY,NA,MURMUR
