NICK,LA,Go get him X X Little boys room X Hx
BENTON,LA,VOX iai VOX FALL
NICK,LA,H God
DARREN,LA,No
NICK,LA,That whale got beached
MARTIN,FL,He's not ready for that one
DARREN,LA,No
NICK,LA,Now
MARTIN,FL,You know how I
NICK A,FL,right Hx X XX XXX
NICK,LA,Let's us three get together Us four
DARREN,LA,X you want X the mat
NICK,LA,Bill you wanted to learn Hane-makikomi
BILL,LA,Yep Hx X sensei
NICK,LA,Right
BILL,LA,X Right X
NICK,LA,Darren Hx drag that crashpad to the center of the mats and X X Bad connection X
NICK,LA,Okay when I throw you Darren I'm gonna want you to MRC slap real hard MRC Okay it's gonna be a rather hard fall This way y'all two can see it
DARREN,LA,Oh boy Okay
NICK,LA,Well not an oh boy anything it's
DARREN,LA,Oh man
NICK,LA,No you're
DARREN,LA,Oh God
NICK,LA,
BILL,LA,
NICK,LA,There you go There you go X H
NICK,LA,Didn't you wanted to hurt my new Brown Belt tonight H Hx H Alright take an inside sleeve grip with it And go ahead and grip my gi normally Darren H Now with the Hane-makikomi you know how Makikomi the springing hip works You jerk em up to you onto your chest X Mhm
NICK,LA,Pivot
DARREN,LA,FALL
NICK,LA,And then spring em out
DARREN,LA,Ow WH Fuck WH
NICK,LA,With their thigh I mean wi with their thigh
BENTON,LA,X Put X your ankles together Darren
NICK,LA,thigh
DARREN,LA,Nope
NICK,LA,and uh calf Hunh
BENTON,LA,XXX XX ankles together
DARREN,LA,Um actually in this case this to that don't do it I don't recommend it
NICK,LA,Hx We try not We have a little rank W only White Belts do that Darren That's okay H
DARREN,LA,Well
NICK,LA,
DARREN,LA,I don't know what the hell I'm doing
NICK O,LA,ay X Okay
NICK,LA,H This w this time you won't get a chance to
DARREN,LA,It's gonna be a lot faster isn't it
NICK,LA,Well yes and you're gonna be carrying the weight of both of us X when you're on your heels X
DARREN,LA,X Oh okay X
NICK,LA,Alright Hx Now w Just relax I'm not gonna hurt you at all H Uh when I do the Mak uh the Hane-goshi instead of pulling him all the way up Like this I'm gonna come and let go with this hand With my right hand I'm gonna wrap his right arm up
DARREN,LA,X Like so X
NICK,LA,Just like this Just like you would in a regular Sode-makikomi Then I'm gonna slam this leg up
DARREN,LA,FALL
NICK,LA,and let fly
DARREN,LA,Interesting
NICK,LA,There's not much difference I mean it's a little more dynamic and it's good when you catch a bent-over opponent Out there in shiai Or randori No need to fix your gi right now It's gonna get messed up Bend over for me Darren No not Yeah Bend over like a Grab my gi
DARREN,LA,Alright
NICK,LA,From right here then I come
DARREN,LA,GRUNT FALL
NICK,LA,I'm doing a Pardon me Let me go back to Hane-makikomi I'm doing Sode Bend over I'm just gonna kinda scoop his arms up Bring it across
DARREN,LA,FALL
NICK,LA,Notice how high I get up into his crotch with that foot That gives me more lift to him Uh bow Come here Bend over I've got my my high collar grip on on a bent-over player H Who likes to watch my feet and mess around H I'm gonna give him something to watch now I'm gonna come all the way around here and as I've got him wrapped up I'm wrapping up tight aren't I Bill
BILL,LA,Yep
NICK,LA,I'm gonna slam that up
BILL,LA,GRUNT FALL
NICK,LA,I'm gonna come all the way around on him See it's okay if I get this foot all the way up into the side of his crotch I want to really get that lift As I get that lift YELL I wanna get that outer winding pull That Makikomi Okay Let's give it a try Hx Bill I wanna see you throw Darren H We need to practice Darren's Ukemi Hx H Hx H I love it the only Hebrew I've ever seen make the sign of the cross
DARREN,LA,SM It takes too long to do the sign of star of David Nick SM>
NICK,LA,<X Hush X>
JED,LA,
NIC,LA, Sammy Davis Junior used to do it just fine Ha-jime X Hx Na
NICK,LA,Now you gotta let go with the right hand Bill Get going wrap around There pull Pull outer winding pull
DARREN,LA,FALL YELL And don't elbow me in the face
NICK,LA,Ya You need to let him have a chance to slap
DARREN,LA,X That's good etiquette X
BILL,LA,X You're right X
NICK,LA,Watch Bill From here come all the way around
BILL,LA,Okay
NICK,LA,to here See how I got him up on that one leg
BILL,LA,X Gotta keep that on X Okay
NICK,LA,H Then I'm gonna kick his leg up
DARREN,LA,FALL
NICK,LA,Boom Hx In a Hane-goshi That spring hip H With an outer winding pull It's okay if you hit it low but if he's bent over you can and you hit it low you're not gonna hit nothing From here I don't have I have too much distance between us But from here
DARREN,LA,FALL
NICK I,LA,get more of a spring off with it It's gonna be hard not to call it X an ippon X X P Mhm P
NICK,LA,H Hx H And even if they don't I'm going right into Ude-garami Go
DARREN,LA,FALL
NICK,LA,Not bad Lug you wanna give it a try Try it on Bill You're in front of a Black Belt XX where X he can see if he wants to
DARREN,LA,Oh I'm sorry
NICK A,LA,right X X
NICK,LA,Gotta pull going this way
BENTON,LA,Okay I need to have him here
NICK,LA,Jerk him You don't have to g wrap both arms up Just one really jerk him around
BENTON,LA,Okay X and then spring the hip up
NICK,LA,Spring your hip Take a high collar grip Lug if he's bent over that far you wouldn't start off like that Now You can just swing all the way around and grab that arm
BENTON,LA,Okay
