KIRSTEN,MI,TSK Um first of all maybe you guys can tell me we talked a little bit about it last time you were here Or did we not talk about the history of the penguins
AMY,NA,X Thanks X
DON,NA,I wasn't here that weekend
LORI,NA,TSK H No No
KIRSTEN,MI,Okay
LORI,NA,We talked about the endangered species
KIRSTEN,MI,Okay We have
LORI,NA,THROAT
KIRSTEN,MI,on exhibit now about L twenty-five of the thirty penguin chicks L
AMY,NA,Wow
KIR,NA,TEN That you have ENV MIC_NOISE
KIRSTEN,MI,Um
LORI,NA,Oops
KIRSTEN,MI,Last year I s want to say around Christmas time we went down the Shed Aquarium as well as other H researchers and scientists went down to Antarctica to collect
LORI,NA,Mm
KIRSTEN,MI,Gentu penguin eggs Okay so H I want to go into a little bit about the history of the Gentus here um for you For Don and Lori where H Where did our original Gentu penguins come from
DON,NA,Uh Faulklands Wasn't it
KIRSTEN,MI,Where did the But specifically
DON,NA,Oh specifically in the islands
KIRSTEN,MI,Where did we get them for display here at the Shed Aquarium
DON,NA,Oh From the um was it Edinburgh uh Zoo
KIRSTEN,MI,Yeah Great
DON,NA,Yeah
KIRSTEN,MI,In Scotland
DON,NA,Yeah Right
KIRSTEN,MI,Okay
AMY,NA,Are those the ones that don't like people The hands-off ones
KIRSTEN,MI,P Hands-off ones P
AMY,NA,That came from Where's Ten from
KIRSTEN,MI,There
AMY,NA,Or is that Oh okay
KIRSTEN,MI,Yeah
AMY,NA,Well is What's the other species
KIRSTEN,MI,Rockhoppers
AMY,NA,The No
KIRSTEN,MI,Magellanics
DON,NA,Magellanic
LORI,NA,XXXX
AMY,NA,Yeah Okay
KIRSTEN,MI,Ra Magellanics came from the John Ball Zoo in Grand Rapids Michigan
DON,NA,Mhm
KIRSTEN,MI,TSK H So the Gentus which I take it you work mammals as well
AMY,NA,Yeah
KIRSTEN,MI,Okay so feel free to add in
AMY,NA,I worked with the baby penguins when cause I've only worked like a weekend H but both days were spent with the penguins Feeding the baby penguins and then Ten and all of them
KIRSTEN,MI,Great Great So H feel free after I've go through this information you know
LORI,NA,XX
KIRSTEN,MI,share any information you might have
LORI,NA,Mhm
AMY,NA,Well I'll probably have a lot of questions for you @@@@@
KIRSTEN,MI,from your experiences
AMY,NA,Okay
KIRSTEN,MI,Cause that's  you know
LORI,NA,Mhm
KIRSTEN,MI,usually the best way that we can get some good detailed information is from H volunteers that actually work in mammals So we love that Um CLAP TSK anyway H so we got the penguins our original batch of penguins from from this zoo in Scotland and H um TSK you know as you know you ship them over and they go into a quarantine period And I do believe it was thirty days Don't don't it's in my literature right there I'll check for certain H Uh that is required by the USDA basically there's there's a disease called n Newcastle's Disease that is is very contagious apparently and so there's always the potential of when you bring a bird over contamidate Contaminating the poultry
AMY,NA,Mm
KIRSTEN,MI,Business Okay TSK and so that is th background information for the reason for quarantining H Um with our other penguins H uh we brought them over from Scotland and as it turned out H in a quarantine period that they had H that a vi or I should say a fungus okay this Aspergillosis fungus had come to fruition H and we had lost you know a good portion of penguins H So
AMY,NA,X Wow X
