FRED,CA,H H Yeah I tell you man that factory's the pits man
RICHARD,CA,What's new
FRED,CA,last night I got into a hassle with James Boyd H I'm in the cafeteria
RICHARD,CA,Yeah
FRED,CA,and I took a break that was VOX just a little bit VOX too long man You know
RICHARD,CA,Yeah
FRED,CA,H
RICHARD,CA,I can imagine
FRED,CA,H half hour break
RICHARD,CA,H You stretched a fifteen minute break into a half hour break
FRED,CA,@H H  to a half hour H And then he comes into the cafeteria H And I thought he was coming in to chase everybody away
RICHARD,CA,He was after you
FRED,CA,H But he's coming after me And he calls me And I'm walking out the door Right as he's walking in the other one
RICHARD,CA,Unhunh
FRED,CA,H H And he goes VOX Fred I wanna talk to you come here VOX H And I go oh man what is this about H And on my production card TSK H Let's see The day before yesterday I did ice cream Right Balian
RICHARD,CA,Unhunh
FRED,CA,H And you gotta pack those in cases H And
RICHARD,CA,Right
FRED,CA,so like I didn't put that down on my production card
RICHARD,CA,How many cases you packed
FRED,CA,H I don't know man I packed two pallets You know I don't know how many cases that is
RICHARD,CA,Unhunh
FRED,CA,but H you know that that shit was heavy man And like and like I put down on the card you know no cases Because it was lost time You know you know we
RICHARD,CA,Right
FRED,CA,we stripped the sides and everything
RICHARD,CA,Right Yeah
FRED,CA,and like
RICHARD,CA,Y y you were teaming up with somebody
FRED,CA,there were no cases
RICHARD,CA,or working alone
FRED,CA,H  I w uh Gutierrez was doing the same job But we weren't working together
RICHARD,CA,Oh you're working alone
FRED,CA,N-yeah and so TSK H he comes and says well he goes I don't know if you've if you've H packed this or not You know On your production card all it says you know is that you did three thousand sheets but you did
RICHARD,CA,Two loads
FRED,CA,Yeah But you didn't pack it H So I go yeah I go look man there they are You could see there's my name stamped right on there I just didn't put it down VOX Oh well I gotta figure it out VOX H And he goes VOX and what are you doing in the cafeteria so late VOX H I'm just going aw man H this is the pits man This is at the bottom of the
RICHARD,CA,That's the last thing you wanted to hear
FRED,CA,Yeah really This fucking mayate You know getting on my case
RICHARD,CA,Yeah
FRED,CA,H
RICHARD,CA,Well that's nothing new
FRED,CA,It's nothing new
RICHARD,CA,It's always been like that
FRED,CA,it's H It's par for the course man Right H
RICHARD,CA,Yeah definitely Ts why I can't take that that type of living anymore even is this uh career doesn't work out for me I'll find something that will
FRED,CA,Something else Well you're gonna do real estate maybe right
RICHARD,CA,Definitely I'm I got my books and everything I'll be studying and uh but in a sense I need uh some type of steady income
FRED,CA,H But but uh you s Th the competition man I mean H is it real tough Like on the lot
RICHARD,CA,Yeah it is There's def And there's guys that've been doing that four or five years and
FRED,CA,And they're real good at it
RICHARD,CA,that are real good at it and they know how to talk to the people and they know that when somebody's coming in if they're buying or not
FRED,CA,Oh they could tell right away
RICHARD,CA,Yeah but that all comes with time You know and
FRED,CA,Yeah
RICHARD,CA,and they're pretty helpful with me and uh you know it'll all come in time Right I I figure the more cards I get out the more people I talk to n the more cars I'm gonna sell Just all comes with time Once I get my experience I'll be up there too in the top four salesman H
FRED,CA,Your parents don't know yet Hunh
RICHARD,CA,No They'll know when they come back
FRED,CA,I and I think my dad told me yesterday they're coming back the fifteenth or sixteenth
RICHARD,CA,Yeah definite I think s It's gonna be the fifteenth which would be on a Saturday I think H And I'll be working till nine o'clock So they'll they'll be pretty happy for me more or less because uh they didn't want me to work in the factory much longer
FRED,CA,Yeah I know My mom doesn't know what to do to get me out H But they didn't take a trip through Brazil and Argentina
RICHARD,CA,I don't know I don't know they they they X didn't X
FRED,CA,They spent the whole time in Guayaquil
RICHARD,CA,Yeah I think so They tol My dad told me he was gonna go to uh Argentina and Peru and Colombia but he only wrote one letter and and they were in uh
FRED,CA,No one's called em y I mean no one's talked to them
RICHARD,CA,No
FRED,CA,X
RICHARD,CA,He sent postcards to everybody and a YWN letter but YAWN
FRED,CA,Yeah
RICHARD,CA,Other than that YWN he hasn't called or told us what's up X and he'll be in here no time X
FRED,CA,Is he staying over at Miguel Juarez's
RICHARD,CA,Yeah
FRED,CA,Yeah
RICHARD,CA,And uh the other architect Is his nephew or something Pe Pedro Cruz
FRED,CA,Pedro Cruz
RICHARD,CA,Yeah he's a architect or
FRED,CA,I never met him I know Miguel
RICHARD,CA,That's his
FRED,CA,I've been to his house a number of time
RICHARD,CA,his nephew Th one of his brother's sons or something
FRED,CA,Unhunh
RICHARD,CA,TSK But uh they'll come back they'll be happy to see me here that I got a new career going and uh
FRED,CA,H They weren't all heartbroken about you know Jeanie and that
RICHARD,CA,TSK Well they have no idea what's happening right now
FRED,CA,They must have been They have no idea XX
RICHARD,CA,When they left we were on shaky grounds but you know they thought it might be able to work out So when they come in they'll be pretty shocked
FRED,CA,Yeah
RICHARD,CA,And and hurt But uh like I say things will work out f for the best
FRED,CA,What about her folks They're not sorry at all huh
RICHARD,CA,No uh in fact I've seen em I I w I went to church with em for the last three Sundays
FRED,CA,Really
RICHARD,CA,With Jeanie
FRED,CA,Wow
RICHARD,CA,She thought it might you know help our relationship as friends and uh
FRED,CA,H She still considers you man Hunh
RICHARD,CA,Exactly She does because I mean we went to church together for the last three Sundays
FRED,CA,Yeah
RICHARD,CA,H and then then we went to the movies after and her her folks were at church and you know n afterwards her mom w had a injury on her leg or something she wasn't at church last Sunday we went to the to their house And uh I went over there and her brother was there her nephews and nieces her sister H our godson H And uh you know it was just like everybody was real friendly and everything
FRED,CA,Yeah
RICHARD,CA,TSK I don't know if the parents are aware that we did you know
FRED,CA,Break up
RICHARD,CA,separate but it possibly was for the better cause they they didn't feel comfortable with us living together anyhow
FRED,CA,Yeah right that's not looked on too good hunh
RICHARD,CA,No So w what they what they probably think is you know that we still have a lot of love for each other H That moving out was the best thing
FRED,CA,But sh
RICHARD,CA,until we both are ready for marriage and if she still loves me and I still love her and H we wanna get married there's still the chance of us getting back together and getting married this time
FRED,CA,Yeah
RICHARD,CA,TSK H So I mean it I think things are working out pretty good She called me the other day and uh you know she calls me and talks to me and I call her and ask her how her day was and everything
FRED,CA,Yeah H What what does uh your sisters say
RICHARD,CA,N they tell me to stay away from her don't even call or anything
FRED,CA,Yeah
RICHARD,CA,Wait till she calls you and everything But you know that's not right
FRED,CA,Yeah That's hard man
RICHARD,CA,I mean if she accepts me calling her and she doesn't tell me VOX don't call me VOX or
FRED,CA,H They're telling you that why To like uh
RICHARD,CA,Cause they feel that she's gonna get too strong by me you know uh kissing her ass
FRED,CA,Oh
RICHARD,CA,or something or or or
FRED,CA,Exactly
RICHARD,CA,crawling back
FRED,CA,I see
RICHARD,CA,and begging her you know
FRED,CA,H
RICHARD,CA,for me to come back or
FRED,CA,She gonna get the upper hand
RICHARD,CA,Exactly Which which you know she probably already does But H um
FRED,CA,Yeah
RICHARD,CA,TSK I'm not gonna just wait for her to call me because it's not right I have feelings for her I wanna know you know how she's doing
FRED,CA,doing
RICHARD,CA,I'm gonna communicate with her That's all there is to it It's not like I w H I'm asking her you know let me move back in or you know I'm sorry I
FRED,CA,You just Yeah
RICHARD,CA,I just wanna remain friends with her and find out how she's doing
FRED,CA,Yeah
RICHARD,CA,So they they tell I don't tell em I call or nothing You know and uh TSK And I sent her flowers last week I sent her flowers to work
FRED,CA,TSK Yeah
RICHARD,CA,The day before I moved out
FRED,CA,H
RICHARD,CA,Just to tell her I was sorry about everything that had happened and that uh you know I hope we could remain friends and that God brings us back together if it was meant to be
FRED,CA,Yeah
RICHARD,CA,And she was real happy about this She said that really meant a lot to me You know That you did send me flowers and uh
FRED,CA,And then Then the and what you wrote
RICHARD,CA,Yeah exactly Cause she knew it came from my heart no matter what I'd put her through and everything she knows deep down inside I really did love her but I had a problem or something
FRED,CA,Yeah H You had to get something out of your system
RICHARD,CA,X And X Yeah But I don't even know what it is in fact I might have to go to therapy or something to find out
FRED,CA,Hx @H
RICHARD,CA,Because there's no There's no way I I should
FRED,CA,H
RICHARD,CA,you know
FRED,CA,You should be like this
RICHARD,CA,Exactly
FRED,CA,H
RICHARD,CA,I mean an People say you
FRED,CA,X
RICHARD,CA,you act out of uh it's okay most men do look at other women and uh H you know things go through their mind and everything but that I'm impulsive I'd act on my impulse
FRED,CA,Yeah
RICHARD,CA,Like I'd see something I'd want it and I'd go after her where I w I had a beautiful woman I shouldn't have thought like that at all
FRED,CA,Yeah
RICHARD,CA,This what a lady told me that that was a therapist She said she was gonna get me somebody to go talk to and everything She said it po Ma possibily was I was uh not satisfied with myself I wasn't happy with myself for some reason and that I just acted out of impulse
FRED,CA,Yeah
RICHARD,CA,H TSK
FRED,CA,H Wow
RICHARD,CA,So I don't know i it is a problem because I I I did have a nice old lady and um H TSK Kind of miss her and everything
FRED,CA,X
RICHARD,CA,It's lonely coming home after putting in t twelve hours on the lot And working all day and you know working all evening and then you don't have any body to come home and share it with
FRED,CA,Yeah H Y are y Are you working twelve hours You're gonna be
RICHARD,CA,Yeah
FRED,CA,You're gonna be doing that
RICHARD,CA,Yeah
FRED,CA,Nine to nine
RICHARD,CA,Definitely Nine to nine X Well I mean X If I want That's a That's up to me
FRED,CA,Yeah
RICHARD,CA,Basically you know they're gonna give us a shift Either H nine in the morning to three in the afternoon H or or th two in the afternoon to nine in the evening See
FRED,CA,Unhunh
RICHARD,CA,H So if I wanted to come in before two if I was on the the evening shift I would come in at nine and work nine to nine H If I was on the evening shift from two to nine I could come in and work from nine to nine
FRED,CA,H So um when you went last week and you applied right
RICHARD,CA,Mhm
FRED,CA,they they hired you
RICHARD,CA,Right on the spot
FRED,CA,Right on the spot
RICHARD,CA,He gave me interview he talked to me told me why I wanted to get into sales and if if I felt I could sell H if I had any experience and everything and
FRED,CA,H You told him about all the cars that you had owned and sold
RICHARD,CA,Yeah I told him that I had done
FRED,CA,C y sh you sh-
RICHARD,CA,so sold cars all through my early years but it was private party
FRED,CA,f uh you've had you You've had about like thirty cars
RICHARD,CA,TSK At least
FRED,CA,hunh
RICHARD,CA,yeah At least
FRED,CA,At least thirty cars
RICHARD,CA,TSK H So I have some type of experience selling dealing with people
FRED,CA,You know about cars
RICHARD,CA,handling the money and uh the only thing it is th I have to work on is doing the paperwork Is uh H filling out a contract and uh basically paperwork which is f very simple That you know once it comes along with experience and the more people I work with the easier it will it'll be that's the most important thing and and selling them the car talking to H somebody in to buying a car that doesn't wanna buy Tha that's there to look
FRED,CA,Yeah
RICHARD,CA,But yet wouldn't mind owning a new car
FRED,CA,That's right
