KEVIN,IN,Is that just carbonated water
WENDY,IN,No thank you No
KEN,IN,H No this is cream soda
WENDY,IN,It's cream soda
KEVIN,IN,Oh boy
KEN,IN,The best
WENDY,IN,It's the best I'm sure
KENDRA,IN,Does it look like cream soda
MARCI,IN,Why do these cans get so warped Only the Only the Sam's Club cans get so warped
KEN,IN,H
WENDY,IN,H I think you should write
KEN,IN,X Cause they're X X
KENDRA,IN,Cause they're cheap cans
WENDY,IN,%Just write a letter to em
KENDRA,IN,that's why
WENDY,IN,and complain Marci
MARCI,IN,H What I'm gonna complain about is that they don't make white grape This stuff is good ENV POP-TOP It's like sparkling grape juice cocktail or something you know Remember that white
WENDY,IN,H They only make that with Nutrasweet though X do X don't they They don't make a regular
MARCI,IN,A regular grape I don't know
KEN,IN,THROAT
WENDY,IN,Every time I've looked at X the X bot that bottled water or the sparkling water it's all with
MARCI,IN,But they don't make this kind at all anymore
KENDRA,IN,Hx SNIFF THROAT
WENDY,IN, Oh they don't
MARCI,IN,I couldn't find it last time I was in there
KENDRA,IN,THROAT SNIFF
KEN,IN,Hx
MARCI,IN,That wa- That made me mad
KENDRA,IN,VOX Mad VOX Hx
WENDY,IN,VOX<SING I was so mad
MARCI,IN,XXX I was mad
WENDY,IN,doo-doo-doo-doo doo-doo-doo SING>VOX>
MARCI,IN,X in the head X>
WENDY,IN,H Don't you remember that
KEVIN,IN,Unhunh
KENDRA,IN,How mad were you
KEN,IN,DRINK
MARCI,IN,Oh fairly
KEN,IN,Oops that won't work
KENDRA,IN,Oops
KEVIN,IN,Ah
KENDRA,IN,oops
KEVIN,IN,H
KENDRA,IN,oops
WENDY,IN,MRC Oops oops oops
MARCI,IN,What's everybody waiting for
WENDY,IN,Don't do it MRC>
KENDRA,IN,SNIFF
MARCI,IN,you guys are supposed to go home now
KEVIN,IN,H
KENDRA,IN,See you
KEN,IN,YAWN
KEVIN,IN,Well we're
KENDRA,IN,COUGH COUGH
WENDY,IN,Thanks a lot Marci
MARCI,IN,
KENDRA,IN,I'll just take my gifts up to my bed and  open em by myself 
MARCI,IN,@@@
KEN,IN,Oh
KEVIN,IN,Oh that's right There is more to tonight
WENDY,IN,There is Oh We forgot X Hx
KENDRA,IN,SNIFF
WENDY,IN,H Well I have f a fun present I'm excited about it
MARCI,IN,I thought I'd throw Kendie off the s
KEN,IN,THROAT
MARCI,IN,off the trail
KENDRA,IN,Hx
WENDY,IN,Well she's in here sobbing
MARCI,IN,Shut your eyeballs
WENDY,IN,I hope you're happy H
MARCI,IN,Kendie
KEVIN,IN,Wendy has tried her hand for the first time at making a clue
KEN,IN,H Oh a clue
KEVIN,IN,A clue
WENDY,IN,Oh
KEN,IN,H Is this the kind of clue that goes from room to room
WENDY,IN,stop it Don't make fun of me
KENDRA,IN,Is it a real one or is it a
KEVIN,IN,It's a r-
KENDRA,IN,is it a Perry one
KEVIN,IN,Well it's definitely a Perry one
KEN,IN,THROAT
KEVIN,IN,She has fit into the mold
KENDRA,IN,Okay
WENDY,IN,Hx
KEN,IN,Mm
KEVIN,IN,She has fit into the groove
WENDY,IN,SNIFF
MARCI,IN,@@@ H
WENDY,IN,I don't know about that X SIGH
WENDY,IN,But don't make fun of me
MARCI,IN,You look pretty proud of yourself Wendy
WENDY,IN,VOX Well I'm a little proud except if you think it's stupid
KEVIN,IN,@@@@@@@
WENDY,IN, Then  I'll feel bad VOX>
KEN,IN,@@@@
KENDRA,IN,A little proud
KEVIN,IN,@@@@
KEN,IN, 
KENDRA,IN,Then I'll be really mad
MARCI,IN, He thought your clue was stupid
WENDY,IN,H
MARCI,IN,and it really wasn't
KEN,IN,
MARCI,IN,was it
KEN,IN,@@
KEVIN,IN,I don't think !Kendie will guess it
WENDY,IN,w-
KEVIN,IN,though
MARCI,IN,THROAT
KEN,IN,Ah she may
KEVIN,IN,So that's the that's the whole point
WENDY,IN,I thought so I mean I can get You guys
KEVIN,IN,If she can't guess the clue
WENDY,IN,Your clues make absolutely no sense
KENDRA,IN,THROAT Yeah
MARCI,IN,@@@@
KEVIN,IN,Well that's
KENDRA,IN,You're not supposed to be able to guess it
KEVIN,IN,That's why cause that's
WENDY,IN,You have to like
KENDRA,IN,at all
KEVIN,IN,DRINK
MARCI,IN,You have
KEVIN,IN,think of exponentials
MARCI,IN,You have to b-
WENDY,IN,or expotentials
MARCI,IN,You have to belong to Mensa to be able to figure out Kevin's clues
WENDY,IN,H No you have to belong to VOX I won't say VOX
KEVIN,IN,@@@
KENDRA,IN,Oh
WENDY,IN,Oh  there's something on your tooth 
KEN,IN,XX X Why don't you get on it X
KENDRA,IN,H
KEN,IN,@@
WENDY,IN,Come here
KEN,IN,@
