KRISTIN,OH/CA,H Well let's kind of figure out a classic um diet uh quota for you H And let me get a piece of paper so that we can write that down ENV DESK_DRAWER
PAIGE,NA,SNIFF
KRISTIN,OH/CA,The way we do this
PAIGE,NA,Yeah
KRISTIN,OH/CA,is first of all we make a a guesstimate of how many calories typically H that you would need D we we didn't do this last time did we
PAIGE,NA,Hm-m
KRISTIN,OH/CA,Okay H Alright Yeah I think we were gonna wait until we cause you were gonna change some things maybe after you saw Doris So H first of all we make a good guesstimate Of how many calories you need And that's always a tough one Um
PAIGE,NA,Mhm
KRISTIN,OH/CA,most women H unless you work out a lot You probably aren't burning much more than like eighteen hundred H to maybe two thousand calories
PAIGE,NA,Mhm
KRISTIN,OH/CA,H So Hx what we can do Hx um TSK I would say I'm gonna go ahead and make it out about eighteen hundred Just because uh you're at a good weight you're about five five H um TSK I think that would be a prudent place to to start out from I know I won't uh cause you to gain weight and you probably won't lose any either But uh
PAIGE,NA,
KRISTIN,OH/CA,H Okay So we're gonna take eighteen hundred calories
PAIGE,NA,SNIFF Uh h- How um how many calories do you think I'm eating now or can you even tell that
KRISTIN,OH/CA,TSK H
PAIGE,NA,from looking
KRISTIN,OH/CA,I could do a calorie count um on that but I'd actually need more amounts
PAIGE,NA,H Although you wouldn't be able to tell because there's no I don't write down like the fats and things like that
KRISTIN,OH/CA,Well if if you gave me real specific amounts Like I had you know one quarter cup of soy milk half a cup of cereal
PAIGE,NA,Yeah
KRISTIN,OH/CA,then I could
PAIGE,NA,Oh okay
KRISTIN,OH/CA,I could count your calories
PAIGE,NA,I see SNIFF
KRISTIN,OH/CA,and and figure that out And run it through the computer And get a printout
PAIGE,NA,Mm
KRISTIN,OH/CA,H
PAIGE,NA,Hm
KRISTIN,OH/CA,Of your nutrient ratio and everything
PAIGE,NA,Wow
KRISTIN,OH/CA,For the day In fact if you wanna do that I'd be glad to run it for you But you'd have to take one day
PAIGE,NA,Mhm
KRISTIN,OH/CA,And really
PAIGE,NA,And write everything down Yeah
KRISTIN,OH/CA,be
PAIGE,NA,H
KRISTIN,OH/CA,like precise
PAIGE,NA,Okay
KRISTIN,OH/CA,H Um H okay So eighteen hundred calories times point four that's gonna be forty H calories or excuse me Um forty percent of your calories coming from carbo hydrate And that's Doris's standard H protocol really
PAIGE,NA,Mm
KRISTIN,OH/CA,TSK Okay times point four H gives us seven hundred and twenty carbohydrate calories
