KENDRA,WA,What'd you do Sabrina
SABRINA,WA,Nothing I left the phone in my bedroom last night and so I'm grounded from the phone H YAWN YWN It was an accident YWN
GEMINI,NA,You guys are always in trouble What's up with that
KENDRA,WA,Mom's a bitch ENV CAR_DOOR_OPEN
KITTY,IL,Get your feet off of there Get your feet off of there ENV CAR_DOOR_CLOSE CAR_START
KENDRA,WA,You're so stupid thinking I spent the night I came home last night and told you
SABRINA,WA,Kendra just let it go
KITTY,IL,You
KENDRA,WA,No because she doesn't
KITTY,IL,All you said last night was
KENDRA,WA,She thinks I spent the night X in my jeans X>
KITTY,IL,MRC Kim wasn't staying the night MRC>
KENDRA,WA,If I did spend the night and I was trying to lie I would give up Cause then I wouldn't care Cause I knew I deserved it But I didn't spend the night and I don't deserve this Kim couldn't spend the night I told you H She could but then af I wanted to stay at the game longer H And her mom wanted to take her home early and I'm like no let's stay longer But her mom wouldn't let her H And so she went home and I was like I'll call you when I get home and then you come over And she goes H no just spend the night We'll do this some other weekend Okay cool cause she had to go bowling in the morning VOX Talk to Melanie's mom VOX Her mom would know I'll have Melanie call you
KITTY,IL,Oh
KENDRA,WA,Her mom call you
KITTY,IL,right right
KENDRA,WA,her mom wouldn't lie
KITTY,IL,right Melanie will call me to confirm your lie
KENDRA,WA,Melanie lies but
KITTY,IL,you'll get a hold of her first I know how that works
KENDRA,WA,No Melanie's mom
KITTY,IL,VOX I thought Melanie didn't have a phone But I'm supposed to call Melanie's mom VOX>
KENDRA,WA,SIGHS <VOX I didn't want you to have her phone number VOX
KITTY,IL,Yeah another lie Remember
KENDRA,WA,TSK That was a long time ago
KITTY,IL,Now I'm supposed to re a H And I'm supposed to HI trust HI you every time you tell the truth
KENDRA,WA,THROAT
KITTY,IL,H VOX but how am I supposed to know when you're telling the truth
KENDRA,WA,That was a joke That was a joke
KITTY,IL,F Yeah and I'm supposed to read your mind and know what you're joking about F>VOX
KENDRA,WA,No but it was a joke
KITTY,IL,You know Kendra y I don't know how many times I gotta tell you once you lie once you F lie F
KENDRA,WA,XXX TSK Are they having a carwash
KITTY,IL,you lose th complete trust
SABRINA,WA,No
KENDRA,WA,Yeah they are
KITTY,IL,Yeah that's what it is a
KENDRA,WA,We should have a carwash there
KITTY,IL,carwash and a bakesale They're not getting any people though
KENDRA,WA,Mm Hot out
SABRINA,WA,What's that supposed to be they're making it into something
KITTY,IL,You're not going anywhere for a while
KENDRA,WA,It's a bookstore
SABRINA,WA,Really
KENDRA,WA,VOX<F God I didn't spend the night that's what makes me so mad I'm grounded for nothing I was home all night last night I came home and told you H And even my X cuffs X and everything's on my bed F>VOX P So stupid P Next time if I leave in the morning I'll wake you up H Mom I'm awake now I'm leaving
KITTY,IL,VOX<F Well you woke me up last night to tell me Kim wasn't spending the night I don't know why you couldn't wake me up in the morning to tell me that you were going F>VOX You guys wake me up every time I'm trying to take a little VOX nap VOX
KENDRA,WA,X What if we are awake X I was tired this morning So much fun My hair looks like a X mess X I left it in a ponytail I didn't even have time to take a shower I think if I spent the night I would've took a shower All I need is your signature so I can play the volleyball On the volleyball team
KITTY,IL,No No
KENDRA,WA,H F<VOX Why It's just volleyball VOX>F It's f like on Saturdays and Wednesdays It's for church It's fun
KITTY,IL,MRC You have practice every Wednesday MRC
KENDRA,WA,Yeah but not at uh This is at six thirty
KITTY,IL,MRC I don't care MRC
KENDRA,WA,And Susan's going to it too
SABRINA,WA,Mm Who cut the grass
KENDRA,WA,Marlena did it
KITTY,IL,Marlena did it a long time ago but it hasn't been watered It's dying ENV CAR_DOORS_AND_ENGINE_OFF
GEMINI,NA,I know
SABRINA,WA,X Gonna rip X your purse
GEMINI,NA,I know XXX
KENDRA,WA,See if I spent the night Mom you'd think I'd still be in my uniform
KITTY,IL,I know she's J she See now she's trying to think of ways to cover her tracks I know what you're doing Seen this before
SABRINA,WA,I'm hungry
KITTY,IL,Shit ENV FOOTSTEPS
MARLENA,WA,X I love your jeans X
SABRINA,WA,X<P Cause I wanted to go to the bathroom when you're done P>X
MARLENA,WA,Anyways they were not
CURT,MI,Did you get a sawsall
KITTY,IL,Yes it's right here
CURT,MI,Oh
KITTY,IL,I got the blades They're right here
CURT,MI,Do you remember the uh X program on TV about hunter virus
KITTY,IL,About what virus
CURT,MI,Hunter virus
KITTY,IL,Hutter What's that about I don't re I don't remember
CURT,MI,It's the one from the dead mice
KITTY,IL,Oh yeah Is it is it all over now Is it for real now Is it in here Is it in the United States now
CURT,MI,XXX they said they already determined it was in like eighteen different states
SABRINA,WA,What
KITTY,IL,So
CURT,MI,The hunter virus
KITTY,IL,What what are you g
CURT,MI,Well
KITTY,IL,So what're you getting at
CURT,MI,That insulation out there with the mice shit in it
KITTY,IL,<X Did you just wash X> Yes
CURT,MI,Really bothers me
KITTY,IL,I n Oh oh I know I mean that's the thing I thought of too
CURT,MI,Well it's all packed up in garbage bags now I didn't even touch it Used a hoe stuffed it X
KITTY,IL,XX XXX
