MARILYN,CA,Hx Okay
ROY,NA,Do you have a particular um use for the red peppers
PETE,CA,XXX X
ROY,NA,as opposed to the yellow or green peppers
MARILYN,CA,No no it was all salad peppers
ROY,NA,It's all salad peppers
MARILYN,CA,Mhm
ROY,NA,In that case I will use a yellow pepper for this evening
MARILYN,CA,H Oh fabulous H Peter
ROY,NA,X
MARILYN,CA,would you like to string the beans
PETE,CA,What can I do Sure
ROY,NA,WHISTLE
PETE,CA,Oh X it smells like that stuff X
MARILYN,CA,I know It's kind of smelly isn't it
PETE,CA,Mhm
ROY,NA,WHISTLE
MARILYN,CA,VOX But I got it at a reputable market VOX
ROY,NA,Well let's see a three-person salad bowl
PETE,CA,X These aren't X particularly stringy
MARILYN,CA,Hunh
PETE,CA,They aren't particularly stringy
MARILYN,CA,Oh Then just snap em
ROY,NA,That probably looks like a three-person salad bowl
PETE,CA,I'll just X and put em X and put them
ROY,NA,hunh
MARILYN,CA,H Man that's a big hunk of fish
PETE,CA,Where do you want em put
MARILYN,CA,Shit it's a huge
PETE,CA,Are they just going on that or XXXXX
MARILYN,CA,Uh you wanna put em in a colander and then wash em There's a colander Oh It's gone Oh here it is Um around the corner there I got fishy hands My God these are enormous
PETE,CA,Yeah
ROY,NA,SNEEZE
MARILYN,CA,Oh Oh I see we have two big ones Instead of good Good good Okay now How much Do you guys each want like half of that
PETE,CA,Sure
MARILYN,CA,Or X will you eat more Or if you'll eat
PETE,CA,Nah
MARILYN,CA,if you'll eat more than that
ROY,NA,SING
MARILYN,CA,then I'll cook the whole thing If not then I'll make ceviche With the leftovers What do you think
ROY,NA,SING
MARILYN,CA,This is a big fucking fish H Roy
ROY,NA,XX What what what
MARILYN,CA,do you want half half of one of these or more than that
ROY,NA,I could eat one of those
MARILYN,CA,You could
PETE,CA,Hm
ROY,NA,Well but I won't
PETE,CA,Then I guess
ROY,NA,I mean H
MARILYN,CA,Okay
PETE,CA,@@ Divide it in half
ROY,NA,well don't
MARILYN,CA,Then I'll
ROY,NA,Y- What you oughta do though Mar cook all the fish
MARILYN,CA,Hm
ROY,NA,Cause well we won't use it if you don't cook it Now
MARILYN,CA,Well I was gonna make ceviche with the leftovers
ROY,NA,Oh alright that sounds good
MARILYN,CA,So you can eat about that much Peter
PETE,CA,Which size
ROY,NA,There's a bad smell in here
MARILYN,CA,That size
PETE,CA,Yeah
ROY,NA,hmm
MARILYN,CA,there is
PETE,CA,I could But I I'm I'm also capable of eating lots of stuff
ROY,NA,No it's the smell of fish SING The smell
MARILYN,CA,Oh okay well let's make the whole thing then
ROY,NA,of fish is in the fridge SING
MARILYN,CA,X XX X microwave X H VOX Oh God VOX
PETE,CA,
MARILYN,CA,Okay Um
ROY,NA,WHISTLE
MARILYN,CA,now Ah Okay we're gonna have like dietetic style fish
ROY,NA,WHISTLE
MARILYN,CA,Hope that's X acceptable X
ROY,NA,You'll probably want me to wash this stuff
MARILYN,CA,Silly me H Do you want You could use the lettuce washer
PETE,CA,XX
MARILYN,CA,cause Pete's using the colander
ROY,NA,Where's the lettuce washer
MARILYN,CA,You know the salad spinner thing XX VOX Creole seafood seasoning VOX
ROY,NA,XX XX
MARILYN,CA,See how hard we work
PETE,CA,That's right
MARILYN,CA,X to feed X our guests
