FRED,IL,Okay One large loan Hx renewed Hx a hundred ninety-seven thousand a hundred eighty dollars It's on Gerald and Pamela
JIM,IL,Okay
FRED,IL,They've paid they've reduced no problem He's handled his line of credit as agreed so it's pretty routine Joe
JOE,IL,P Okay P TSK H First loan request I have is an existing real estate mortgage that H will be refinanced into the secondary market of Fannie Mae H Customer is Gerry and Pamela Tucker H at sixty-one fifty-eight Main Street in Hillsdale Illinois H they're requesting eighty-four thousand dollars on a thirty-year Fannie Mae fixed rate loan H this would include the cost of doing the refinance appraisal title work and points
FRED,IL,Eighty-four
JOE,IL,H Eighty four even THROAT Their monthly payment of principle interest taxes and insurance H would be seven sixty-one eighty-nine based at the current thirty-year rate H They estimate the value of their home to be Hx one-hundred Hx and ten thousand dollars H We had an appraisal in nineteen ninety-one by a certified appraiser that indicates the value of the house was a hundred and three thousand dollars H Eighty percent of that would make it eighty-two four So H um in order to make them a loan for eighty-four thousand it must appraise for a hundred and five So that will be THROAT H will determine whether or not we can go the full eighty-four and whether they have to come up with some money out of pocket Their assets total one sixteen four seventeen H their liabilities Hx eighty three H their net worth thirty-one
FRED,IL,So all they owe is the house
JOE,IL,H Mhm H They um TSK
FRED,IL,T T T
JOE,IL,currently have a debt to income of twenty-eight over twenty-seven H and after the refinance they would have a debt to income of fifteen over twenty-three TSK H
JIM,IL,Where are they now I missed that They're fifteen over
JOE,IL,No They're currently twenty
FRED,IL,They can't be
JOE,IL,over twenty-seven I
FRED,IL,Oh okay Twenty
JOE,IL,Yeah Twenty over twenty-seven Yeah
FRED,IL,You can't even
JOE,IL,Twenty over tw
KURT,IL,XXXX
FRED,IL,You can't even read your writing
JOE,IL,I couldn't even read my f my own writing
FRED,IL,
JOE,IL,H It's twenty over twenty-seven
FRED,IL,H Okay
JOE,IL,H And after the refi it's fifteen over twenty-three
KURT,IL,What is acceptable pretty much uh what figures
JOE,IL,TSK H Twenty-eight over thirty-six is the maxes
KURT,IL,It's as high as it could go
JOE,IL,See so they're well within
KURT,IL,Okay I just wondered
JOE,IL,They're well within their debt to income
KURT,IL,I H always heard the figures and never did know what was high and
