KAREN,NA,Hi sweetie
SCOTT,OR,Hey THROAT
KAREN,NA,X Sweetie frumptions X This is kinda open
SCOTT,OR,Yep How was work ENV CLOSET
KAREN,NA,I'm so tired
SCOTT,OR,Tired
KAREN,NA,It was It was okay I left my bag there VOX I left my bag and all my money and all my things VOX
SCOTT,OR,Now the ghosts'll get it
KAREN,NA,They ca Ghosts'll get it that's okay TSK H Um TSK H ten thirty there were probably thirty people in the store
SCOTT,OR,Good grief
KAREN,NA,We're like VOX okay it's time to go out now We're closed We're closed Hx We are closed now Hx Please leave VOX
SCOTT,OR,Turn on the fire alarm
KAREN,NA,I Turn on the fire alarm that would do it H BUZZ H These kids were came in and I was like w we're closing In a few minutes they said well we'll We'll wait until you kick us out Cause they didn't really want to buy anything they just wanted to look
SCOTT,OR,Mhm
KAREN,NA,H And I said okay we're closed Out And so I was moving them like making them go out
SCOTT,OR,Mhm
KAREN,NA,and they were trying to be cute and say sweet things and To stay in
SCOTT,OR,Yeah lots of student types
KAREN,NA,Yeah there are a lot but there are mostly families X so in terms of being uh X
SCOTT,OR,Mhm
KAREN,NA,umm and so SWALLOW kids said well are there any oth What time's it eleven I said no it's ten thirty it's past our closing time actually And they said well are there any other That what are the other bookstores open in town Now I'm like Hx come on It's ten thirty This is the latest thing open besides ice cream stores and bars
SCOTT,OR,Mhm
KAREN,NA,And some other guy came in I felt kinda bad but I guess I'm glad I said what I said there's some guy came in who N he looked like a student sort of a student type but ver nicely kept Friendly looking And basically needed a place to stay because he ended up in town with twenty dollars And I mean couldn't get to Amherst cause of no car and no buses and no hotels that were open and
SCOTT,OR,You mean buses weren't running then
KAREN,NA,Hx et cetera
SCOTT,OR,Hmm
KAREN,NA,and he wanted to know if I knew anyone who would put him up And I referred him down to Paul Cause I just and then I felt like oh I wanted to
SCOTT,OR,Mhm THROAT
KAREN,NA,but at the same time I thought well that's a X better thing and should we X talk to John about
SCOTT,OR,Mhm
KAREN,NA,And I also just wasn't quite comfortable
SCOTT,OR,Mhm
KAREN,NA,But at the same time I would have been comfortable I think So I don't know L Je ne sais pas L Oh the other thing I found out I h was returning the book on uh co-housing
SCOTT,OR,Uhuh
KAREN,NA,And um Paul And well first Paul said oh I have this friend named Sarah in Hart in Hartford and she has this place that deals with co-op what's it co-op initiatives
SCOTT,OR,Mhm
KAREN,NA,And um they s Oo I'm sore Oo She deals a lot with alternative kinda housing and co-housing and housing for the sake of people and stuff
SCOTT,OR,Mhm
KAREN,NA,TSK So we were talking about that and then while we were talking about that um a lady came to buy something and she s gave me the name of this other This Amherst architect who s started two co-housing developments in this area
SCOTT,OR,Hm
KAREN,NA,Hx It was just so funny to H and Jen and I put a note in the log COUGH COUGH
SCOTT,OR,Mhm
KAREN,NA,in the book check-out thing
SCOTT,OR,Mhm
KAREN,NA,By my the So I wrote down the name of the book to check it out and she put a note said oh neat I've got a friend who's in a co-housing place in Denver In like Colo s I think it was in Denver
SCOTT,OR,Uhuh
KAREN,NA,P P So it was pretty wild
SCOTT,OR,Uhuh
KAREN,NA,I have to pee
SCOTT,OR,Okay
KAREN,NA,Oh P XX my shoes first I'm so tired So so so tired P I didn't buy any books I couldn't decide what I wanted and then things just got too harried and I just didn't think it was the right time to buy a book
SCOTT,OR,Mm
KAREN,NA,Hx
SCOTT,OR,We got more stuff for your dad
KAREN,NA,What kinda stuff
SCOTT,OR,Umm computer access places
KAREN,NA,Like places you could plug into
SCOTT,OR,XX XX Plug in to get email and stuff
KAREN,NA,<X or X> VOX Aw VOX Hx
SCOTT,OR,And I also fiddled around and figured out how I can get things to print out two on a page
KAREN,NA,Oo
SCOTT,OR,S take up less paper
KAREN,NA,Unhunh
SCOTT,OR,You need a magnifying glass but
KAREN,NA,No I think it's okay
SCOTT,OR,In better light
KAREN,NA,Yeah we have to get a light Y Oo I have to go to the bathroom really bad Here
SCOTT,OR,Okay
KAREN,NA,Take this back I gotta take my sock off Be right back
SCOTT,OR,Yes lighting is an issue that needs to be addressed in this house
KAREN,NA,H So it seems like a fairly basic one That we could address fairly easily I was thinking we should walk down sometime to h H to the umm TSK Hx eeya eeya eeya H to the lighting place down by Hx
SCOTT,OR,Mhm why don't you just go
KAREN,NA,Well because I wanna I wanna do things orderly Hx
SCOTT,OR,Hx
KAREN,NA,Sorry
SCOTT,OR,THROAT
KAREN,NA,Scott
SCOTT,OR,Mhm
KAREN,NA,I used the rest of the orange juice but I put the container back in the fridge So that we don't have to wash it you can just make more orange juice tomorrow
SCOTT,OR,Okay So far the cheapest place I found in here is in Portland Oregon
KAREN,NA,How much is it
SCOTT,OR,X It's like six X dollars a month
KAREN,NA,TSK That's okay COUGH COUGH
SCOTT,OR,Mm
KAREN,NA,See the thing is this light it's cute there
SCOTT,OR,Mhm
KAREN,NA,It's not particularly practical there I mean light does come through there but if you're gonna sit there and read you need light Next to it
SCOTT,OR,Well would it work to put it on the other end
KAREN,NA,It wouldn't be as
SCOTT,OR,It wouldn't be as aesthetically pleasing
KAREN,NA,Mhm TSK P Right P TSK That radiator tilts
SCOTT,OR,Mhm
KAREN,NA,Hm TSK
SCOTT,OR,HUMMING
KAREN,NA,So I got to look at the copy of umm it's Dante's Inferno
SCOTT,OR,Mhm
KAREN,NA,TSK It's a new translation with twenty different contemporary American poets Got different cantos
SCOTT,OR,Mhm
KAREN,NA,And translated them And so it's neat Cause there's these poets that I like And they've done translations
SCOTT,OR,Mhm
KAREN,NA,Of these different Of the different cantos or cantos or whatever toes And um TSK they well it's expensive it's expensive but it's hard cover And it's nice And it matches kind of this bath book this scented bath book that I wanna get
SCOTT,OR,Mhm
KAREN,NA,And I wasn't pla I don't really need it the Divine I don't need either one I wasn't urgently planning on getting the Divine Comed The The Inferno one But the way they look together is very nice Those two books together So I was thinking it's sort of an aesthetic thing That it would be nice to get them together X At a time X I'm gonna have a little vacation so I can sit in the bath and have my scented bath And then I could read
SCOTT,OR,Mhm
KAREN,NA,TSK I do realize it's a little bit TSK far out Hx it seems like there's Danielle said we need to the Alexandra Stoddard book back
SCOTT,OR,YWN Uhuh YWN
KAREN,NA,They returned I think they returned the one The Creating a Beautiful Home one The one that I had that had the the blue and red writing
SCOTT,OR,Oh uhuh
KAREN,NA,It's not there it's not in our inventory anymore Maybe it means that
SCOTT,OR,Uh-oh
KAREN,NA,Maybe the paperback's going out And so they wanted to give the hard ba cover back I don't know I was very disturbed
SCOTT,OR,Uh-oh
KAREN,NA,TSK I can always order another one if I need to
SCOTT,OR,WHISTLING ENV CHAIR_CREAKING
SCOTT,OR,HUMMING
KAREN,NA,Is that a program you're reading
SCOTT,OR,Hm Hm-mm
KAREN,NA,X Guess it's a X
SCOTT,OR,It was just a list of uh places that offer emails for service and different things
KAREN,NA,Oh well that's good Oh X you know maybe if X we could turn the spider plant around
SCOTT,OR,Which one
KAREN,NA,The one that just looks kinda decrepit
SCOTT,OR,That one
KAREN,NA,Yeah
SCOTT,OR,Maybe we could I think it would probably do better if it got its babies trimmed off
KAREN,NA,P<X I mean can it wait X>P I think we thought about doing that in the springtime then I thought we'd replant them
SCOTT,OR,Yeah but I think there's more babies than we need
KAREN,NA,Would Yeah And we've got three new babies that I could replant but I haven't already
SCOTT,OR,Unhunh And that Yeah the
KAREN,NA,COUGH COUGH
SCOTT,OR,The other plant over there is has lots of babies
KAREN,NA,Hx Oh I looked at Orlando today
SCOTT,OR,The book
KAREN,NA,Yeah Do you think you want to read that together That interest you at all
SCOTT,OR,Unhunh
KAREN,NA,Cause if it If it really wouldn't if you're just saying that to make me happy then
SCOTT,OR,No I thi%-
KAREN,NA,I didn't n yeah
SCOTT,OR,I'm I think it probably would
KAREN,NA,It seemed like it would be fun to read out loud And I don't wanna start it if we're going to read it together I don't want to start it X on my own X
