BEN,CO,Okay folks we're coming to a short stairway use the handrails and be careful please ENV FOOTSTEPS_AND_AMBIENT_CROWD_NOISE BEN Okay folks let's find out where we are We got on the elevator right here came down and stood on the balcony overlooking the power plant H down that stairway out on the power plant ramp about that far H then right at that yellow line H And you're now standing over the second-largest water pipe in the world H and it's called a penstock More about that a little bit later H The Colorado River flows in this direction H In order to build a dam here the very first thing they had to do H was to get rid of that river H So they came up here above where the dam was to be built H and drilled and blasted out four diversion tunnels H Two on either side H into the canyon wall around where the dam was to be built H out in the river down below H Each one of these tunnels were drilled and blasted out at fifty-six feet in diameter H and then lined with three feet of concrete H You're now standing in one of those old diversion tunnels H They then came up here and they built a cofferdam about a hundred feet high H to force this river into these diversion tunnels H Came back down here built the other part of that cofferdam H about sixty-five feet high H to keep this water from backing into the work area H They now had from here H to here where they could build a dam H They pumped the water out of this area H and excavated down another hundred and thirty-five feet to bedrock H Okay folks if you will please take a look at this picture taken during construction H looks like a series of boxes or blocks stacked one on top of the other H and those are wooden concrete forms H Each one of those forms are exactly five feet high H but they did vary in area somewhat H because they did not build the dam right straight across the river H from canyon wall to canyon wall H they built it in the form of an arc And it's called an arch gravity design dam H Where the force of the water coming down the Colorado River hits the face of the dam H and tends to try to drive these wingtips further into the canyon wall H It's a very strong design They did build two concrete mixing plants here H they did pour concrete for twenty-four hours a day seven days a week H three hundred and sixty-five days a year H For two years less six days H Now every bit of that concrete came down in individual eight-cubic-yard bucketloads H Eight cubic yards of concrete into one of these forms H the smallest of which is twenty-two by twenty-five feet H only filled that form up about three or four inches deep H So there goes that story you may have heard H that there are workers buried in the concrete here Couldn't possibly happen H But what they did bury in that freshly poured concrete H was one-inch steel water pipe H They came down here in this lower cofferdam H and they built an ice plant Capable of making a thousand tons of ice a day H They used that ice to chill the water H that they forced through that pipe in this newly placed concrete H As concrete hardens or cures as we call it H it produces heat The more you can control that heat H the better job of curing you're going to get H So they used the chilled water method of taking that cold water H forcing it through that pipe in that newly placed concrete H picking up some of that heat H then carrying that heat out and away H They felt if they did not use a method such as this that it would've taken approximately H one hundred and fifty years for the concrete in the interior part of the dam H to cool down H So the system did work And then it hardened and they remove these wooden forms X they X left voids Vertically and horizontally these forms came together H those voids were filled with grout Under high pressure Grout being a mixture of concrete and water H When this is done you have what we call a modified monolithic pour H or basically a solid block of concrete H which when completed would be six hundred and sixty feet across the base H fourty-five feet across the top H twelve hundred and fourty-four feet from wingtip to wingtip H seven hundred and twenty-six point four feet high MRC Six point six million tons of concrete MRC That's enough concrete to build a two-lane highway H from New York City to San Francisco Or put another way H a four-foot wide sidewalk from the North Pole to the South Pole H Then they had to protect that concrete a little bit H the next thing they had to do then is build a couple of spillways H As you got out of your cars or your busses this afternoon you may have noticed those spillways H Here they are one on either side H What they did is they came in here and they blocked these diversion tunnels off in this area through here H closed these gates up here H now this yellow part is forever under water H Underneath that lake out there and completely useless H But they did incorporate into the design of the dam H the balance of those diversion tunnels H using these outer two as spillway tunnels H Now these spillways were built so that the top of the spillway H is twenty-seven feet lower than the top of the dam H This assures us that n any excess water coming down the Colorado River H rather than overtopping the dam H overtops these spillways on either side H goes into the canyon wall around the dam H out in the river down below H Each one of these spillways is capable of handling H two hundred thousand cubic feet per second of water H That's the same amount of water that goes over Niagara Falls H X Falls X three times higher than Niagara Falls does H time that water reaches this area down in here H it is flowing at between one hundred H and one hundred and twenty miles an hour H Okay we have protected the spillways H now they had to get some water H into the power plant What they did is they built four intake towers H Two on either side of the H river on ledges above the river H each of those towers that you saw out there in that lake are three hundred and ninety-five feet high Each with two-eleven-by-thirty-two-foot gates in them H one gate near the bottom one about half way up H to let the water in H The water then coming into the penstocks H like the one we're standing over right now H This penstock you can see on either side of us out here H is three stories high or thirty feet in diameter made of two-and-three-quarter-inch steel boilerplate H Made in section twenty-two feet long Each section weighing approximately H a hundred and fifty tons H Each of these twenty-two-foot sections is joined to the next section H using pressure pins like this H The water pressure in that penstock out there this afternoon H approximately two hundred and thirty-four pounds per square inch H Okay we have the water this far now we divert that into thirteen-foot penstocks or water pipes H each one of em going to a turbine H The force of the water turns the turbine which turns the rotor in the generator H and generates power The water then coming on the tailrace we saw it up there H and going on downstream to be used at least six more times before it reaches the Mexican border H to generate more power H Good clean reusable non-polluting source of energy TSK H The cost of the project A hundred and seventy-five million dollars I say project because that includes the building of the dam H the building of Boulder City about seven miles up the road H the highway and the railway from Las Vegas out here to the dam site H and in southern California they built the All-American Canal H which takes water to the people and the crops of the Imperial and Coachella Valleys H This money was borrowed on a fifty-year term at three-percent interest H and was paid off in full in nineteen eighty-seven The people who worked here and they did work twenty-four hours a day H average twenty-four-hour work force was about thirty-five hundred men H The most they had at any one time was when they were pouring concrete H fourty-three hundred men H The laborers on the job made fifty cents an hour H Highest paid man on the project was a power shovel operator H at a dollar and a quarter an hour H Out of each man's paycheck the contractor did deduct each day H a dollar and sixty cents H Because the contractor was feeding H and housing the men in Boulder City H and taking them back and forth out here to the job site They did have ninety-six industrial deaths The biggest single category of death was classified as falling material H Basically falling rock But they did have some killed by explosion H some by drowning some by electrocution H and other types of accidents you might expect to have H On a job of this magnitude They did complete the project two years ahead of schedule and under budget H Started in early nineteen thirty-one H completed in late nineteen thirty-five H Just twelve days short of five years H Do I have any questions
AUD,NA,What's this overhead pipe here X
BEN,CO,H The overhead pipe H That's the fresh air pipe H In the summertime H the temperature of the air outside gets to be as high as a hundred and twenty degrees H So they bring that fresh air in H and they pass that fresh air over a sump at the base of the dam H the water in that sump is a constant fifty-three degrees H It cools that air down to between sixty-eight and seventy-two degrees H then they force it back throughout the dam H So it's air-conditioning without refrigeration Like a big evaporative cooler or swamp cooler Any other questions Yes
AUD,NA,Uh during the uh earthquake this morning do you have any sensors down here that measure any kind of movement of structures
BEN,CO,X Right X Yes W v we have several things First place we have three seismographs throughout the dam H We recorded those but nobody down here felt em H But we do have sensors built right into the concrete H any movement that concrete makes is measured and recorded And they had very little of it this morning Very little Any other questions
AUD,NA,How far are you sending electricity California
BEN,CO,Okay Fifty-six percent of our power goes to southern California H twenty-five percent of it stays in Nevada H nineteen percent of it goes to Arizona H What the government did is they got together the delegates from those three states in nineteen thirty H To allocate the power that would be generated here when this dam was completed H California was growing very fast at that time so they asked for and got most of the power H But by the same token Las Vegas about thirty-five miles up the road here H at that time H was nothing but a watering stop on the railroad H No hotels no casinos H we asked Las Vegas to take five percent of the power we could produce here H and they agreed to do that But that's all they get today H Because that contract is good through the year two-thousand and seventeen H So all those lights You see burning up there in Las Vegas H comes from power from steam plants H owned and operated by Nevada Power Company H using fossil fuel They get very little of X our X hydroelectric power H Okay folks you can follow me now I'm gonna lead us out of here THROAT Okay here we go folks ENV FOOTSTEPS_AND_AMBIENT_CROWD_NOISE
AUD,NA,X Quite amazing X
BEN,CO,Y yes it's a fantastic job they did down here
AUD,NA,Yeah ENV FOOTSTEPS_AND_AMBIENT_CROWD_NOISE
