CAM,WI,H No he doesn't He doesn't call really
LAJUAN,IN,THROAT
CAM,WI,I don't H The only thing is like at at home sometimes he likes to sit by me and stuff like
LAJUAN,IN,TSK H I forgot to tell you look for the house with the reindeer You could find it a lot easier if you couldn't remember where we were
CAM,WI,X Oh really X
LAJUAN,IN,H Hx
CAM,WI,I always remember X at X
LAJUAN,IN,Once you get to it
CAM,WI,Once I see it I know oh that's it
LAJUAN,IN,Yeah
CAM,WI,I'll look at some of the houses I'm like ooh is it this one is this one it and then I just Oh no that's the one
LAJUAN,IN,H Yeah the one with the two reindeer that Mark and Tim last year took and put on top of each other as if they were humping I was like VOX H VOX H Neighbors are gonna see this H so I went out in the morning I'm like
CAM,WI,Oh God
LAJUAN,IN,VOX H VOX so I get out of my car stop in the driveway SM take em off of each other SM I was like H I'll just kill them
CAM,WI,Those naughty boys
LAJUAN,IN,H But um mm no he just H He he he's become more attached and uh I think a lot of it is because a lot of his friends have now gotten married and have children H and he doesn't do as much with them And I think that's why but he has gotten so attached to me and it
CAM,WI,THROAT
LAJUAN,IN,H I've always been very independent H and a lot of it had to do with like me growing up the way I did with my my um my mother dying
CAM,WI,Mhm
LAJUAN,IN,younger and then living with my one aunt and then my I aunt died when I was twelve H and then moving to another aunt which was moving up here H and I I've always had to go back and forth I've always traveled on my own I've always flown everywhere by myself H uh I've always done everything I've had to deal with my father I I'd listen to my sister when my nephew H started college how she was saying H she filled out all of his applications for where he was going and H she did all of these things when he had to apply for a scholarship or whatever H she filled out everything and I'm like H Hx I did it by myself H you read the form and you fill it out
CAM,WI,Wow
LAJUAN,IN,No one did it for me H you know and I was very much whatever I needed H I I got my money from my father he paid for school H but I did everything on my own I I didn't have anyone
CAM,WI,TSK See my parents weren't very I don't know
LAJUAN,IN,THROAT
CAM,WI,They're not extremely educated and they're not really on top of things H and so when it came to things like that
LAJUAN,IN,THROAT
CAM,WI,they wouldn't know how to help me H
LAJUAN,IN,Really
CAM,WI,Yeah they wouldn't I mean they had no clue they didn't give me any suggestions of where to go to school they said H oh yeah go to school we'll pay for it H We want you to go to school But they had no idea of you know what's a good school what's a bad school you know any type of direction
LAJUAN,IN,H Se Yeah
CAM,WI,They didn't give me anything like that
LAJUAN,IN,and see I feel that's one of the biggest setbacks
CAM,WI,THROAT
LAJUAN,IN,I I see this with H with black youths today is that H because your generations in the past were not educated
CAM,WI,Mm
LAJUAN,IN,H you have a harder time deciding on what's a good school H what's a good curriculum for you to take H your your parents aren't able to talk to you about it H W just as you were saying even though you're not black but you were just saying that H but black children have that even more so
CAM,WI,Right
