JAMIE,CA,How can you teach a three-year-old to tap dance
HAROLD,NA,I can't imagine teaching a @Yeah really
JAMIE,CA,H
MILES,NA,Who suggested this to em
HAROLD,NA,I have no idea It was probably my sister-in-law's idea because I think they saw that movie
JAMIE,CA,Tap X X
HAROLD,NA,What was the
MILES,NA,<X They had X>
HAROLD,NA,the movie with that really hot tap dancer
JAMIE,CA,Oh that kid
MILES,NA,He was actually here two weeks ago and I missed him
JAMIE,CA,at the at the jazz tap thing or whatever
HAROLD,NA,Was he a little kid
MILES,NA,No he's sixteen now
JAMIE,CA,H No he's like Yeah he's a teenager but he teaches these classes in New York
MILES,NA,X That X boy he's supposed to be awesome
JAMIE,CA,Yeah Really fast
PETE,CA,Hm
HAROLD,NA,But I'm sure that was the the impetus
MILES,NA,Have you seen him
JAMIE,CA,No I just read an article on him
MILES,NA,You you probably read the same Examiner article I read
JAMIE,CA,Yeah probably yeah
MILES,NA,talking about how Gregory Hines said he doesn't realize a human being can't tap that fast
JAMIE,CA,Right Right
PETE,CA,
JAMIE,CA,Yeah
MILES,NA,And they were talking about how he's teaching these classes
PETE,CA,Hm
MILES,NA,and I guess he really goes fast X And X
JAMIE,CA,Yeah
MILES,NA,H he k
JAMIE,CA,He doesn't explain anything precisely
MILES,NA,He has to double it down to like one fifth speed or something before they can g pick it up
HAROLD,NA,Well I'm sure Thomas is all over it
JAMIE,CA,Probably XX XXX
HAROLD,NA,I mean he has a bro-
MILES,NA,XXXX could have seen him
HAROLD,NA,I guess that means his broken leg is @doing okay
PETE,CA,I was wondering about that I was imagining he had broke an arm or something
JAMIE,CA,<HI Oh yeah HI>
PETE,CA,But it was his leg
HAROLD,NA,Yeah
PETE,CA,That's like X I guess X that he was being hauled around in a little wagon and stuff
HAROLD,NA,Right He healed very quickly
JAMIE,CA,<X Guess X kids bones just like grow back really fast Hx
PETE,CA,Mhm
HAROLD,NA,Yeah I think they're really soft to start with
JAMIE,CA,They're made of rubber Th that's it
HAROLD,NA,That's why b little kids usually don't break their legs anyway
PETE,CA,Cause they're so XXXX
JAMIE,CA,Cause they're made of rubber
MILES,NA,But they have more cartilage than w you know
HAROLD,NA,Yeah aren't they real s aren't their k legs pretty soft
MILES,NA,Yeah there's less calcium deposits X in them X And also
PETE,CA,Mm
MILES,NA,they're still growing And the way bones grow is you make cartilage and then you deposit calcium in it
HAROLD,NA,Oh and then that turns into hard bone
MILES,NA,So that's why they always have more flexibility Cause as they're growing
PETE,CA,Hm
MILES,NA,you're making cartilage So it al
PETE,CA,Mhm
MILES,NA,They always have that until they reach adulthood in which case
HAROLD,NA,They get old and cranky like the rest of us
MILES,NA,it stops
JAMIE,CA,@@@@@
PETE,CA,Unhunh
JAMIE,CA,SNIFF
PETE,CA,and then they break
JAMIE,CA,Old and rickety and brittle
PETE,CA,Mhm
HAROLD,NA,Mhm uncoordinated and unflexible
PETE,CA,Right
HAROLD,NA,Stiff
JAMIE,CA,Inflexible
PETE,CA,That too
MILES,NA,What are you planning on doing with dancing Harold You were taking some classes last fall
HAROLD,NA,I'll take a few more as a
JAMIE,CA,You will
HAROLD,NA,It turns out as a spouse I get in free H
PETE,CA,Oh really
HAROLD,NA,So
PETE,CA,That's not bad
JAMIE,CA,to group classes yeah
PETE,CA,Hm
HAROLD,NA,So I should do that
MILES,NA,Oh really
JAMIE,CA,Mhm
MILES,NA,That's why you married her
JAMIE,CA,H Hx Some benefit
PETE,CA,Mm
JAMIE,CA,hunh
MILES,NA,@@
PETE,CA,Mhm
JAMIE,CA,H
HAROLD,NA,Better than nothing
MILES,NA,
PETE,CA,@@@H@@
JAMIE,CA,<VOX Oh VOX I cannot believe you said that
PETE,CA,@H
JAMIE,CA,What a jerk you are Hx
PETE,CA, @
MILES,NA,@@
JAMIE,CA,Aren't you guys gonna stick up for me and beat up on him or something
MILES,NA,He's bigger than I am
PETE,CA,XX
MILES,NA,He's not bigger than you
PETE,CA,No
HAROLD,NA,But he's my
MILES,NA,
HAROLD,NA,he's my friend
PETE,CA,Tha- that's right
MILES,NA,@@
JAMIE,CA,@H
PETE,CA,You know who I'll stick up for
MILES,NA,@@@@@@@@
JAMIE,CA,TSK H
PETE,CA,I stuck up for you today at that store
HAROLD,NA,That's true
JAMIE,CA,You did You made me get the
PETE,CA,Mhm
JAMIE,CA,um
PETE,CA,that's right
JAMIE,CA,the green X scarf X That's right He was my fashion consultant today
PETE,CA,Right
MILES,NA,Hm
PETE,CA,H
HAROLD,NA,I wasn't
PETE,CA,That's right
JAMIE,CA,Well you I don't know
HAROLD,NA,We were at this dumb store and the clerk kept trying to keep us interested
PETE,CA,Hm
HAROLD,NA,while she was buying
PETE,CA,that's right
MILES,NA,@
PETE,CA,<X Don't you wanna X try on the men's clothes XX
JAMIE,CA,I'm the one who suggested that so you wouldn't be so bored H
PETE,CA,Well I
JAMIE,CA,So they tried on the men's clothes PAR and they had a very small selection of men's clothes PAR H
PETE,CA,Mhm
JAMIE,CA,they try on these really great pants and they look really good in them Then they didn't buy em
PETE,CA,Right Well
JAMIE,CA,You know how boys are They never buy clothes
PETE,CA,Broke
JAMIE,CA,Broke Yeah H Students are are broke H
PETE,CA,Right ENV MUSIC_BECOMES_AUDIBLE
MILES,NA,is that that Or is that a real
JAMIE,CA,Yeah that's a tape That's a tape
MILES,NA,Where's it coming from
JAMIE,CA,
PETE,CA,the speaker over there
HAROLD,NA,The speakers You know these boxes
JAMIE,CA,H
HAROLD,NA,@@@@@
JAMIE,CA,@@@@@@
PETE,CA,@@@@ H
JAMIE,CA,H XXX
MILES,NA,You must have good stereo Cause I feel like I'm hearing
HAROLD,NA,We have These are like
JAMIE,CA,the world's worst speakers
MILES,NA,Where is the other one
HAROLD,NA,These are the shittiest speakers on earth
JAMIE,CA,Over here
PETE,CA,XXX
JAMIE,CA,besides the ones in the kitchen
HAROLD,NA,And these are an improvement over my @last ones
