SETH,VA/WA/NM/CA,Excuse me ENV DOG_BARKING_BEGINS
LARRY,MN,Hey how are you guy
SETH,VA/WA/NM/CA,Are you Larry Are you Larry
LARRY,MN,Yes How are you
SETH,VA/WA/NM/CA,Are you You're the guy
LARRY,MN,Hunh
SETH,VA/WA/NM/CA,You're the guy to talk to then
LARRY,MN,I'm the guy Yeah
SETH,VA/WA/NM/CA,H I didn't know if I had the right place
LARRY,MN,Yeah you got it I just
SETH,VA/WA/NM/CA,What are you doing there
LARRY,MN,You're probably trying t VOX Yeah this is strange what's this guy doing VOX
SETH,VA/WA/NM/CA,
LARRY,MN,I'm putting water in a X twenty-six X gallon container inside my truck ENV DOG_BARKING_ENDS
SETH,VA/WA/NM/CA,Wow That's quite a p
LARRY,MN,Cause I had to haul it to a property which doesn't have any water and I have to spray the road
SETH,VA/WA/NM/CA,Ah
LARRY,MN,Cause the road before you can drive on it
SETH,VA/WA/NM/CA,Interesting
LARRY,MN,it needs more uh more stability Evidently So give me one second to lock this thing and then XX
SETH,VA/WA/NM/CA,Is that to keep the dust keep the dust down
LARR,VA/WA/NM/CA, well Hx no it's not that so much it's uh ENV DOG_BARKING_BEGINS
LARR,VA/WA/NM/CA, they put they put a uh a type of uh base on it that needs water and ENV DOG_BARKING_ENDS
LARRY,MN,that just hasn't happened yet
SETH,VA/WA/NM/CA,Oh
LARRY,MN,X
SETH,VA/WA/NM/CA,I see So there's some chemical reaction that has to take place
LARR,VA/WA/NM/CA, Yeah I guess P a good a analogy P ENV DOG_BARKING_BEGINS
LARR,VA/WA/NM/CA, X Chelsea X no ENV DOG_BARKING_ENDS
LARRY,MN,That should hold it in there Okay Nice to meet you
SETH,VA/WA/NM/CA,How you doing Good to see you
LARRY,MN,What's your name ENV DOG_BARKING_BEGINS
SETH,VA/WA/NM/CA,Seth
LARRY,MN,Seth Okay
SETH,VA/WA/NM/CA,Here's my card here
LARR,VA/WA/NM/CA, Thanks Seth ENV DOG_BARKING_ENDS
LARRY,MN,X I think it's warming up a bit here X
SETH,VA/WA/NM/CA,Is this the house we're looking at
LARRY,MN,I'll take you down in the basement
SETH,VA/WA/NM/CA,Is the furnace down in the basement
LARRY,MN,What's left of it yeah
SETH,VA/WA/NM/CA,
LARRY,MN,We had all these
SETH,VA/WA/NM/CA,Is it a old system
LARRY,MN,Yeah Hx We had the asbestos uh all removed from it and and uh
SETH,VA/WA/NM/CA,Oh really
LARRY,MN,so that's been done
SETH,VA/WA/NM/CA,I was j I was just at a place that does asbestos removal
LARRY,MN,Yeah where
SETH,VA/WA/NM/CA,Cal Cal Tech
LARRY,MN,they're the guys that did it
SETH,VA/WA/NM/CA,Are they Alright
LARRY,MN,Yeah
SETH,VA/WA/NM/CA,H 
LARRY,MN,that's down in Berkeley right
SETH,VA/WA/NM/CA,No they're they've got an office here in Nappa
LARRY,MN,Cal Tech X What was the X No Synergy That's who
SETH,VA/WA/NM/CA,Synergy Dif different one
LARRY,MN,I I'm sorry It's a different outfit I didn't know they had one up here
SETH,VA/WA/NM/CA,Yeah Though I think they had just recently moved here
LARRY,MN,Unhunh
SETH,VA/WA/NM/CA,H Cause I was wondering t
LARRY,MN,So where's the man with the uh camera and the
SETH,VA/WA/NM/CA,Oh I got the I got my recorder right here
LARRY,MN,@@@ That's pretty clever
SETH,VA/WA/NM/CA,Yeah my brother is uh teaches linguistics and I guess he's doing this study
LARRY,MN,Oh X okay X
SETH,VA/WA/NM/CA,and they just want business conversations
LARRY,MN,alright Well
SETH,VA/WA/NM/CA,Wow
LARRY,MN,Here's the animal hx
SETH,VA/WA/NM/CA,My gosh H
LARRY,MN,H
SETH,VA/WA/NM/CA,Wow
LARRY,MN,They took uh some of it with em obviously
SETH,VA/WA/NM/CA,Did this used to be used to be an old oil
LARRY,MN,Yeah I think it was an old
SETH,VA/WA/NM/CA,fire
LARRY,MN,I think it was an old see the oil THUMP tank THUMP here Isn't that an oil tank
SETH,VA/WA/NM/CA,Yeah
LARRY,MN,That's what my guess is And uh Hx X THUMP  THUMP>>
SETH,VA/WA/NM/CA,Wow
LARRY,MN,do you have a flashlight on you
SETH,VA/WA/NM/CA,Sure do
LARRY,MN,X Yeah X
SETH,VA/WA/NM/CA,So X then you X get duct work Or is this the flue
LARRY,MN,Well yeah What they did
SETH,VA/WA/NM/CA,That's the flue I guess
LARRY,MN,they they took the stubs and they cleaned em up Hx H So you can tie right into em See
SETH,VA/WA/NM/CA,Yeah So this used to have asbestos Hunh
LARRY,MN,Yeah
SETH,VA/WA/NM/CA,Where did all this connect Was there a Ha plenum on top of here
LARRY,MN,So Yeah There was a big hood that went over the top of this thing with these H stack that went this way
SETH,VA/WA/NM/CA,Okay Yeah like an octopus type
LARRY,MN,and then one that goes back un underneath there to the H to the uh kitchen there are there are different there are different ones that kinda go all the way up
SETH,VA/WA/NM/CA,I see one r there's a rectangular one right there
LARRY,MN,Yeah
SETH,VA/WA/NM/CA,is that one right there w that I'm flashing my light on
LARRY,MN,Yeah it might be Hx It kinda looks like it And then there was there's one farther up H and then there is this THUMP one here THUMP
SETH,VA/WA/NM/CA,So you X have X one two three H at least two there
LARRY,MN,Three and then there's another one way down H I don't know if you can see it or not but it's it's up into the kitchen
SETH,VA/WA/NM/CA,So there's probably three back there H and a and any over on this side
LARRY,MN,Well H no but what what we we want to p you to kinda give us an idea on a w what your thoughts are
SETH,VA/WA/NM/CA,You wanna add a c add a few more
LARRY,MN,Add a couple Yeah Back ee way back there Is that one way back X Can't see it X
SETH,VA/WA/NM/CA,XX get this thing
LARRY,MN,X To help X
SETH,VA/WA/NM/CA,to a point
LARRY,MN,I don't know what this was looks like they
SETH,VA/WA/NM/CA,That was connected to one of em
LARRY,MN,Yeah They left that here
SETH,VA/WA/NM/CA,I don't see any back in here but
LARRY,MN,H Well there's there's definitely one back there H Now there's nothing out here and this is where we feel we we should add one H Is this is a gonna be a dining room
SETH,VA/WA/NM/CA,okay
LARRY,MN,So H uh one for one there for sure
SETH,VA/WA/NM/CA,What about uh what about above this section of the house
LARRY,MN,Well let me show you that And you can give you can give me some idea about that as well
SETH,VA/WA/NM/CA,Now uh you are on propane out here
LARRY,MN,No This is natural gas
SETH,VA/WA/NM/CA,Oh really
LARRY,MN,Yeah
SETH,VA/WA/NM/CA,Oh good
LARRY,MN,Kinda rare
SETH,VA/WA/NM/CA,That's good because uh the problem with propane is that they wouldn't be able to v H the co the county would probably have a problem with it
LARRY,MN,Yeah
SETH,VA/WA/NM/CA,Cause they're very concerned about propane But natural gas I can put a H
LARRY,MN,Yeah we were real happy to get this place with natural gas
SETH,VA/WA/NM/CA,Do you want me to remove the old furnace
LARRY,MN,We'll not have to
SETH,VA/WA/NM/CA,No uh do you want me to remove it
LARRY,MN,Oh yes
SETH,VA/WA/NM/CA,Okay
LARRY,MN,Yeah
SETH,VA/WA/NM/CA,
LARRY,MN,No that's that would be part of our deal Yeah
SETH,VA/WA/NM/CA,Well y the new furnace w would be much smaller That much I can guarantee you
LARRY,MN,Alright
SETH,VA/WA/NM/CA,Do you
LARRY,MN,X
SETH,VA/WA/NM/CA,How many square feet is the house
LARRY,MN,Uh well I guess it's around twenty-eight Approximately
